id;temp;cv
102;396,2037441;1587,930715
102;398,0673169;1594,524042
102;401,6086395;1603,282194
102;402,820197;1605,908744
102;406,7345224;1613,951328
102;409,81012;1619,873931
102;412,0201337;1625,230927
102;413,91075;1628,947976
102;416,8932686;1633,838557
102;418,4779498;1634,896538
102;420,8553075;1634,11406
102;422,3940872;1630,154078
103;193,8728107;685,3244129
103;196,2682633;697,8207016
103;203,7190453;748,9559896
103;205,7672734;768,218509
103;207,8145767;794,0057405
103;209,8610147;825,8986659
103;211,9064771;864,6754618
103;213,9513542;907,5825801
103;215,3452778;939,0304768
103;218,2473927;999,6276368
103;223,8852136;1067,114844
103;225,8592354;1083,737997
103;227,6474434;1095,866803
103;230,8893372;1112,440439
103;232,4733299;1118,357035
103;237,5225281;1143,874826
103;239,6470485;1151,057202
103;241,6970666;1157,689315
103;243,7469489;1165,279185
103;245,4242009;1170,955782
103;253,6241205;1198,561711
103;257,1335903;1212,807193
103;265,2136015;1253,275696
103;267,5988115;1262,866855
103;269,5554995;1270,237799
103;272,3640743;1280,850302
103;274,6801842;1289,362122
103;276,6369004;1296,533533
103;280,7366363;1311,916795
103;284,3705062;1325,459176
103;290,8614793;1351,758456
103;292,1036453;1357,677105
103;306,3907322;1410,37757
103;308,2609863;1413,680568
103;310,2741547;1417,20533
103;312,6978829;1418,131425
103;314,0962645;1418,123027
103;331,2946556;1430,036566
103;334,8829338;1436,375108
103;349,6077606;1470,107397
103;352,6208;1478,908628
103;354,5932593;1484,630842
103;368,6192441;1515,905598
103;376,0740643;1538,547648
103;377,8135684;1543,505555
103;379,987937;1549,784415
103;382,7835305;1558,021611
103;384,1813141;1562,233324
103;388,5617265;1570,557442
103;391,3574802;1577,663954
103;393,2212736;1582,700928
103;395,6441086;1589,929399
103;401,7023782;1599,66012
103;410,1451412;1624,038153
103;412,8616573;1631,116708
103;414,5624384;1635,221847
103;417,1716613;1642,893657
103;419,5006457;1654,534351
103;421,5498323;1667,03272
103;422,6670446;1677,561316
104;194,1735137;677,9149698
104;207,8178938;770,6005807
104;209,8652989;795,6694953
104;211,8179405;831,5915413
104;213,0262599;857,0665554
104;216,3643823;984,0089152
104;218,4072063;1041,402092
104;220,454569;1066,770305
104;222,3490686;1074,410991
104;224,5352441;1085,086806
104;226,7622883;1101,835855
104;228,6507559;1120,714521
104;230,0486285;1124,297707
104;233,9630706;1131,51722
104;237,2239844;1145,444943
104;248,0061978;1182,792493
104;249,5229343;1193,412755
104;251,8525805;1200,383107
104;256,0450722;1219,079046
104;257,721934;1227,509191
104;260,1466439;1221,508659
104;262,1959287;1233,314365
104;264,9913455;1242,798164
104;266,5755982;1246,880486
104;269,2342445;1271,263994
104;270,4869141;1276,158314
104;273,0974598;1274,496494
104;275,4244607;1300,132396
104;277,7246239;1295,868543
104;279,5272285;1294,121786
104;283,0659099;1321,516272
104;286,7945034;1324,486863
104;289,1217143;1348,641236
104;292,4206678;1357,280127
104;294,8068099;1360,294697
104;302,2323171;1401,826931
104;304,1221262;1411,239207
104;306,1723988;1416,075528
104;307,5707868;1416,022235
104;310,6464332;1421,600644
104;313,8184036;1405,314721
104;315,8695755;1403,80591
104;317,9179877;1421,768617
104;320,1553376;1422,183699
104;325,0039552;1415,842706
104;326,2155721;1418,050238
104;330,2244612;1416,649388
104;332,1584258;1419,907608
104;335,769197;1431,985062
104;338,2375586;1446,876963
104;341,6161306;1452,855943
104;344,2042904;1444,69948
104;346,6242919;1471,921106
104;349,2378281;1449,158726
104;351,3058246;1475,11211
104;353,1475741;1489,513932
104;356,5052557;1478,446327
104;358,5722663;1496,739007
104;360,6040373;1500,562314
104;362,7160133;1508,551706
104;364,5643106;1513,296125
104;366,7562623;1505,142042
104;369,0986359;1516,27898
104;371,412877;1537,977046
104;373,184083;1538,512628
104;377,4713592;1546,207282
104;382,0394685;1545,73774
104;385,3942765;1554,946435
104;387,8147607;1578,762707
104;389,3060912;1580,705176
104;395,084377;1592,606494
104;396,6689975;1594,093469
104;399,6822188;1601,611042
104;401,5162772;1597,192025
104;404,5899618;1616,613
104;406,7169458;1606,412105
104;408,8999143;1628,753597
104;410,3668186;1638,59812
104;413,8077553;1624,791671
104;415,9583842;1652,400677
104;418,0112273;1639,099496
104;420,0630778;1632,801905
104;421,2739821;1640,037655
