id;temp;cv
101;194,2196195;490673,7429
101;196,2693237;497043,5282
101;198,3183492;506861,2347
101;200,3667469;519868,2684
101;202,41573;529901,47
101;204,4653239;536831,5425
101;206,5148754;543977,1101
101;208,564096;552803,5393
101;210,6116963;569861,8804
101;212,658058;593212,6778
101;214,7000846;638587,0722
101;216,7388959;700295,9935
101;218,7814485;742998,2489
101;220,829159;759496,3028
101;222,8768102;776296,0499
101;224,924894;790897,7471
101;226,9761761;789251,1155
101;229,0261518;794241,7323
101;231,0741932;809058,9247
101;233,1244319;812713,472
101;235,1748402;815506,039
101;237,2249431;819850,1705
101;239,2758095;820315,3907
101;241,3260821;823797,5419
101;243,3751924;833184,2583
101;245,4253293;837355,9938
101;247,4741257;848337,3738
101;249,5240759;853457,2876
101;251,5739158;859137,4886
101;253,6236624;865291,7788
101;255,673655;870196,1976
101;257,7231217;877772,7553
101;259,7731313;882590,9761
101;261,8234632;885771,4342
101;263,8723106;896494,2201
101;265,9219214;903338,0945
101;267,9728218;903630,9186
101;270,0229247;907975,0502
101;272,0706013;924645,5002
101;274,1219089;922869,5715
101;276,1723342;925575,9405
101;278,2213873;935253,5752
101;280,2718189;937927,6199
101;282,3207426;948262,5146
101;284,3710576;951529,1708
101;286,4204224;959622,9167
101;288,4700588;966337,4941
101;290,5216378;963182,397
101;292,570536;973646,5887
101;294,619587;983334,9982
101;296,6696475;987894,6249
101;298,7190887;995600,4796
101;300,7689116;1001366,879
101;302,8176402;1012693,051
101;304,8694568;1008331,181
101;306,9211716;1004486,5
101;308,9695014;1017838,326
101;311,0191886;1024294,309
101;313,0694442;1027862,658
101;315,1213541;1023026,699
101;317,1727805;1020647,385
101;319,2256151;1011113,633
101;321,2752768;1017698,913
101;323,324981;1024068,699
101;325,3740998;1033412,316
101;327,4276301;1020344,445
101;329,4776312;1025205,765
101;331,5288879;1023688,431
101;333,5777946;1034109,523
101;335,6278042;1038927,744
101;337,681538;1024825,497
101;339,7301987;1036496,461
101;341,7800387;1042176,662
101;343,8303791;1045314,021
101;345,880236;1050908,024
101;347,9303304;1055295,255
101;349,9820706;1051321,276
101;352,030163;1065879,875
101;354,0813433;1064750,431
101;356,1312256;1070215,137
101;358,1818375;1071973,328
101;360,2311175;1080498,064
101;362,2814665;1083592,324
101;364,3326722;1082333,584
101;366,382597;1087582,794
101;368,4334973;1087875,619
101;370,4829385;1095581,473
101;372,5323543;1103416,625
101;374,5838315;1100778,716
101;376,6341211;1104174,669
101;378,6831381;1114035,475
101;380,7329695;1119758,775
101;382,7847182;1115741,698
101;384,8342103;1123188,958
101;386,8838382;1129946,635
101;388,9338053;1134980,35
101;390,9856219;1130618,481
