id;description;temp;stretch;time;stress
1101;Relaxation, 0ºC, 250%;273,15;3,5;60,84296828;242452,9254
1101;Relaxation, 0ºC, 250%;273,15;3,5;121,6910132;210743,1374
1101;Relaxation, 0ºC, 250%;273,15;3,5;182,539058;194198,9002
1101;Relaxation, 0ºC, 250%;273,15;3,5;243,3871029;184548,0951
1101;Relaxation, 0ºC, 250%;273,15;3,5;304,7021944;177285,3186
1101;Relaxation, 0ºC, 250%;273,15;3,5;360,4025738;170761,2308
1101;Relaxation, 0ºC, 250%;273,15;3,5;421,2506187;161110,4258
1101;Relaxation, 0ºC, 250%;273,15;3,5;482,0986636;154216,9936
1101;Relaxation, 0ºC, 250%;273,15;3,5;542,9467085;150080,9343
1101;Relaxation, 0ºC, 250%;273,15;3,5;603,7947533;144566,1885
1101;Relaxation, 0ºC, 250%;273,15;3,5;659,9621794;140430,1292
1101;Relaxation, 0ºC, 250%;273,15;3,5;720,8102243;136294,0699
1101;Relaxation, 0ºC, 250%;273,15;3,5;781,6582691;133536,6971
1101;Relaxation, 0ºC, 250%;273,15;3,5;842,506314;130779,3242
1101;Relaxation, 0ºC, 250%;273,15;3,5;903,3543589;126643,2649
1101;Relaxation, 0ºC, 250%;273,15;3,5;959,5217849;125264,5785
1101;Relaxation, 0ºC, 250%;273,15;3,5;1020,36983;122507,2056
1101;Relaxation, 0ºC, 250%;273,15;3,5;1081,217875;121128,5191
1101;Relaxation, 0ºC, 250%;273,15;3,5;1142,06592;118371,1463
1101;Relaxation, 0ºC, 250%;273,15;3,5;1202,913964;116992,4598
1101;Relaxation, 0ºC, 250%;273,15;3,5;1263,762009;115613,7734
1101;Relaxation, 0ºC, 250%;273,15;3,5;1319,929435;114235,087
1101;Relaxation, 0ºC, 250%;273,15;3,5;1380,77748;112856,4005
1101;Relaxation, 0ºC, 250%;273,15;3,5;1441,625525;112856,4005
1101;Relaxation, 0ºC, 250%;273,15;3,5;1502,47357;110099,0277
1101;Relaxation, 0ºC, 250%;273,15;3,5;1563,321615;110099,0277
1101;Relaxation, 0ºC, 250%;273,15;3,5;1619,489041;108720,3412
1101;Relaxation, 0ºC, 250%;273,15;3,5;1680,337086;107341,6548
1101;Relaxation, 0ºC, 250%;273,15;3,5;1741,185131;107341,6548
1101;Relaxation, 0ºC, 250%;273,15;3,5;1802,033176;105962,9684
1101;Relaxation, 0ºC, 250%;273,15;3,5;1862,88122;105962,9684
1101;Relaxation, 0ºC, 250%;273,15;3,5;1923,729265;104584,2819
1101;Relaxation, 0ºC, 250%;273,15;3,5;1979,896691;104584,2819
1101;Relaxation, 0ºC, 250%;273,15;3,5;2040,744736;103205,5955
1101;Relaxation, 0ºC, 250%;273,15;3,5;2101,592781;103205,5955
1101;Relaxation, 0ºC, 250%;273,15;3,5;2162,440826;103205,5955
1101;Relaxation, 0ºC, 250%;273,15;3,5;2223,288871;101826,9091
1101;Relaxation, 0ºC, 250%;273,15;3,5;2279,456297;101826,9091
1101;Relaxation, 0ºC, 250%;273,15;3,5;2340,304342;101826,9091
1101;Relaxation, 0ºC, 250%;273,15;3,5;2401,152387;100448,2226
1101;Relaxation, 0ºC, 250%;273,15;3,5;2462,000432;100448,2226
1101;Relaxation, 0ºC, 250%;273,15;3,5;2522,848476;100448,2226
1101;Relaxation, 0ºC, 250%;273,15;3,5;2583,696521;100448,2226
1101;Relaxation, 0ºC, 250%;273,15;3,5;2639,863947;99069,53619
1101;Relaxation, 0ºC, 250%;273,15;3,5;2700,711992;99069,53619
1101;Relaxation, 0ºC, 250%;273,15;3,5;2761,560037;97690,84975
1101;Relaxation, 0ºC, 250%;273,15;3,5;2822,408082;97690,84975
1101;Relaxation, 0ºC, 250%;273,15;3,5;2883,256127;97690,84975
1101;Relaxation, 0ºC, 250%;273,15;3,5;2944,104172;97690,84975
1101;Relaxation, 0ºC, 250%;273,15;3,5;3005,642633;96398,89197
1101;Relaxation, 0ºC, 250%;273,15;3,5;3061,119643;96312,16332
1101;Relaxation, 0ºC, 250%;273,15;3,5;3121,967687;96312,16332
1101;Relaxation, 0ºC, 250%;273,15;3,5;3182,815732;96312,16332
1101;Relaxation, 0ºC, 250%;273,15;3,5;3243,663777;96312,16332
1101;Relaxation, 0ºC, 250%;273,15;3,5;3299,831203;96312,16332
1101;Relaxation, 0ºC, 250%;273,15;3,5;3360,679248;96312,16332
1101;Relaxation, 0ºC, 250%;273,15;3,5;3421,527293;96312,16332
1101;Relaxation, 0ºC, 250%;273,15;3,5;3482,375338;96312,16332
1101;Relaxation, 0ºC, 250%;273,15;3,5;3543,223383;96312,16332
1102;Relaxation, 0ºC, 250%;297,15;3,5;58,65580448;117475,7282
1102;Relaxation, 0ºC, 250%;297,15;3,5;112,9185251;108800,1427
1102;Relaxation, 0ºC, 250%;297,15;3,5;173,8623941;105075,5423
1102;Relaxation, 0ºC, 250%;297,15;3,5;234,8062631;101661,3253
1102;Relaxation, 0ºC, 250%;297,15;3,5;291,0621421;99799,02509
1102;Relaxation, 0ºC, 250%;297,15;3,5;352,0060111;98247,10825
1102;Relaxation, 0ºC, 250%;297,15;3,5;412,9498801;97005,57478
1102;Relaxation, 0ºC, 250%;297,15;3,5;473,8937491;95453,65795
1102;Relaxation, 0ºC, 250%;297,15;3,5;534,837618;94522,50784
1102;Relaxation, 0ºC, 250%;297,15;3,5;597,5560081;93446,60194
1102;Relaxation, 0ºC, 250%;297,15;3,5;652,0373661;91729,05754
1102;Relaxation, 0ºC, 250%;297,15;3,5;712,981235;90487,52407
1102;Relaxation, 0ºC, 250%;297,15;3,5;773,925104;89866,75734
